chr,lg,cm,rb_chr,Eston,IG72815,LR-26-10,LR-26-105,LR-26-107,LR-26-108,LR-26-110,LR-26-111,LR-26-112,LR-26-113,LR-26-116,LR-26-117,LR-26-118,LR-26-119,LR-26-12,LR-26-121,LR-26-122,LR-26-123,LR-26-125,LR-26-127,LR-26-128,LR-26-129,LR-26-13,LR-26-132,LR-26-134,LR-26-135,LR-26-136,LR-26-137,LR-26-138,LR-26-139,LR-26-140,LR-26-142,LR-26-145,LR-26-149,LR-26-151,LR-26-156,LR-26-157,LR-26-16,LR-26-161,LR-26-162,LR-26-163,LR-26-164,LR-26-165,LR-26-169,LR-26-17,LR-26-170,LR-26-171,LR-26-172,LR-26-173,LR-26-175,LR-26-176,LR-26-178,LR-26-18,LR-26-180,LR-26-181,LR-26-182,LR-26-183,LR-26-184,LR-26-186,LR-26-187,LR-26-188,LR-26-19,LR-26-193,LR-26-194,LR-26-196,LR-26-198,LR-26-20,LR-26-200,LR-26-202,LR-26-203,LR-26-204,LR-26-205,LR-26-206,LR-26-209,LR-26-210,LR-26-215,LR-26-216,LR-26-219,LR-26-22,LR-26-220,LR-26-223,LR-26-224,LR-26-227,LR-26-228,LR-26-23,LR-26-232,LR-26-233,LR-26-235,LR-26-238,LR-26-239,LR-26-240,LR-26-241,LR-26-243,LR-26-244,LR-26-245,LR-26-246,LR-26-247,LR-26-251,LR-26-252,LR-26-253,LR-26-254,LR-26-256,LR-26-257,LR-26-259,LR-26-261,LR-26-262,LR-26-266,LR-26-267,LR-26-269,LR-26-273,LR-26-274,LR-26-275,LR-26-276,LR-26-280,LR-26-281,LR-26-282,LR-26-283,LR-26-288,LR-26-29,LR-26-290,LR-26-292,LR-26-293,LR-26-294,LR-26-296,LR-26-297,LR-26-298,LR-26-299,LR-26-3,LR-26-30,LR-26-300,LR-26-301,LR-26-303,LR-26-304,LR-26-306,LR-26-307,LR-26-311,LR-26-312,LR-26-32,LR-26-36,LR-26-4,LR-26-41,LR-26-43,LR-26-45,LR-26-47,LR-26-49,LR-26-5,LR-26-54,LR-26-55,LR-26-56,LR-26-57,LR-26-62,LR-26-63,LR-26-64,LR-26-65,LR-26-66,LR-26-67,LR-26-7,LR-26-70,LR-26-75,LR-26-77,LR-26-78,LR-26-79,LR-26-84,LR-26-85,LR-26-86,LR-26-87,LR-26-90,LR-26-91,LR-26-95,LR-26-98,LR-26-99
LcChr6_60_116008228_116017267_6,LG6,58.47857273,LcChr6,a,b,a,a,a,a,a,a,a,b,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,b,a,b,a,a,a,b,b,a,a,a,a,b,b,-,a,b,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,a,b,a,a,b,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,-,b,b,a,a
LcChr6_83_144536313_144536435_2,LG6,60.96736194,LcChr6,a,b,a,a,a,a,a,a,a,b,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,-,a,a,a,b,-,a,b,b,a,a,-,-,b,-,b,-,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,-,b,b,a,a,a,b,b,a,a,a,a,b,b,a,b,a,b,a,a,a,b,b,a,-,a,a,-,b,-,a,b,-,a,-,a,a,b,b,a,a,a,a,b,a,-,a,a,b,a,a,b,a,a,b,b,a,a,b,b,-,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,-,a,b,a,a,a,a,a,a,a,a,a,a,a,-,b,b,a,a
LcChr6_42_62801095_62801101_2,LG6,60.96736194,LcChr6,a,b,a,a,a,a,a,a,a,b,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,b,-,b,a,a,a,b,b,a,a,a,a,-,b,-,a,b,b,a,a,a,a,b,b,a,-,a,a,b,a,-,a,a,b,a,a,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,-,b,b,a,a
LcContig292560_1_22303_22470_2,LG6,60.96736194,LcContig292560,a,b,a,a,a,a,a,a,a,b,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,b,a,b,a,a,a,b,b,a,a,a,a,b,b,a,-,b,b,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,b,a,a,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,-,b,b,a,a
LcContig188056_1_31879_32092_2,LG6,60.96736194,LcContig188056,a,b,a,a,a,a,a,a,a,b,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,b,a,b,a,a,a,b,b,a,a,a,a,b,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,b,a,a,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,-,b,b,a,a
LcChr6_90_151504507_151504507_1,LG6,63.58042852,LcChr6,a,b,a,a,a,a,a,a,a,-,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,-,a,a,b,a,a,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,-,b,b,a,a
LcChr6_91_152137108_153474238_5,LG6,65.20510968,LcChr6,a,b,a,a,a,a,a,a,a,-,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,b,a,a,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcContig184050_1_17888_17950_2,LG6,65.20510968,LcContig184050,a,b,a,a,a,a,a,a,a,-,a,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,b,a,a,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_95_156453021_156453021_1,LG6,67.83700921,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_94_155091517_155091517_1,LG6,68.80330448,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,a,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,b,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_53_108056950_108056996_2,LG6,70.96191563,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_92_154658456_154866039_8,LG6,70.96191563,LcChr6,a,b,a,a,a,a,a,a,a,b,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_99_160584202_160584202_1,LG6,70.96191563,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,-,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,-,-,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,-,a,a,a,b,-,a,b,b,a,-,a,-,b,b,a,-,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,-,a,b,a,a,a,a,a,a,a,-,a,a,a,b,b,b,b,a
LcContig105724_1_17967_18086_3,LG6,70.96191563,LcContig105724,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,-,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcContig645434_1_6030_6128_3,LG6,70.96191563,LcContig645434,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcContig235832_1_56694_56743_6,LG6,70.96191563,LcContig235832,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcContig319483_1_5072_5073_2,LG6,70.96191563,LcContig319483,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,a,a,b,b,a,a,a,-,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcContig732238_1_80397_80487_3,LG6,74.2278583,LcContig732238,a,b,a,a,a,a,a,a,a,b,b,b,a,a,-,a,b,a,b,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,-,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_5_13657356_13657359_2,LG6,74.2278583,LcChr6,a,b,a,a,a,a,a,a,a,b,b,b,a,a,-,a,b,a,b,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,-,b,a,-,-,b,a,a,a,b,b,a,a,a,a,a,b,a,a,b,b,a,-,a,a,b,b,a,-,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcChr6_132_190354799_190354799_1,LG6,74.2278583,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,b,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,a,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a
LcContig158158_1_22538_22683_3,LG6,74.2278583,LcContig158158,a,b,a,a,a,-,a,-,a,-,b,b,a,a,-,a,b,-,b,-,a,a,a,b,a,-,b,a,b,a,a,b,b,b,b,a,a,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,a,a,a,b,b,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,a,b,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,-,b,b,a,a,a,a,a,a,a,-,a,a,a,b,b,b,b,a
LcChr6_86_147723668_147723668_1,LG6,78.69952647,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,b,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,a,a,a,a,b,b,b,a,a,a,b,a,a,a,b,a,a,a,a,a,a,b,-,b,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,a,a,b,b,a,b,a,-,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a
LcChr6_97_156820040_156820040_1,LG6,79.48165499,LcChr6,a,b,a,a,a,a,a,a,a,b,b,b,-,a,-,a,b,a,b,-,a,a,a,b,a,-,b,a,b,-,a,b,b,b,b,a,b,a,a,a,b,b,-,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,a,a,a,a,b,b,b,a,a,a,b,a,a,a,b,a,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,b,a,-,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,a,a,b,b,a,b,a,-,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a
LcContig13295_1_128412_128444_2,LG6,79.48165499,LcContig13295,a,b,a,a,a,a,a,a,a,-,b,b,a,a,-,a,b,a,b,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,a,a,a,a,b,b,b,a,a,a,b,a,a,a,b,a,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,a,a,b,b,a,b,a,-,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a
LcChr6_100_161100440_161100440_1,LG6,80.83360914,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,b,a,a,a,b,b,-,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,-,a,a,a,a,b,a,a,a,b,a,a,b,-,-,b,b,a,a,a,b,a,a,a,a,b,b,b,a,a,a,b,a,a,a,b,a,a,-,a,a,a,b,a,a,b,b,a,a,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,a,a,b,b,a,b,a,-,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,-,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a
LcChr6_157_210260241_210260241_1,LG6,81.5711052,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,b,a,a,a,b,a,a,a,a,b,b,b,a,a,a,b,a,a,a,b,a,a,a,a,a,a,b,-,a,b,b,a,a,a,a,b,a,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,a,a,b,b,a,b,a,-,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a
LcContig352482_1_9812_9812_1,LG6,85.97465741,LcContig352482,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,b,b,b,a,b,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,-,-,b,b,a,a,a,a,a,a,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,a,a,b,b,a,b,a,b,a,a,a,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a
LcContig85408_1_24220_24250_2,LG6,90.34528151,LcContig85408,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,a,a,a,b,b,b,a,b,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,-,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,-,a,a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
LcContig749809_1_20244_20248_3,LG6,90.34528151,LcContig749809,a,-,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,a,a,a,b,b,b,a,-,a,a,a,a,a,a,a,a,-,-,a,a,-,a,a,-,b,b,b,a,a,a,a,b,a,a,a,a,-,b,b,-,a,b,b,a,-,a,-,a,a,a,a,a,a,b,-,a,-,b,a,a,b,-,a,a,a,-,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,b,a,-,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
LcContig85408_2_24264_24264_1,LG6,91.30458971,LcContig85408,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,a,a,a,b,b,b,a,b,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,-,b,b,b,a,a,b,-,a,a,a,a,a,a,b,a,-,a,a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
LcChr6_102_166437460_166517320_3,LG6,93.25218659,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,a,a,a,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,a,b,b,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,a,a,b,b,a,b,b,a,a,a,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
LcChr6_101_165344298_165344337_2,LG6,95.09304385,LcChr6,a,b,a,a,a,a,a,a,a,-,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,b,a,a,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,a,b,a,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,-,a,b,b,a,b,b,a,a,a,a,a,a,a,b,a,-,a,a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,b,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
LcContig51553_1_7818_7818_1,LG6,95.80643164,LcContig51553,a,b,a,a,a,a,a,a,a,b,b,b,a,a,a,a,b,a,a,-,a,a,a,b,a,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,b,a,a,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,a,b,a,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,-,a,b,b,a,b,b,a,a,a,a,a,a,a,b,a,b,a,a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
LcContig468411_1_10843_10935_3,LG6,97.24459103,LcContig468411,a,b,a,a,a,a,a,a,a,-,b,b,-,a,a,a,b,-,a,-,a,a,a,b,a,-,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,b,a,b,b,b,b,a,a,b,b,b,a,b,a,a,a,b,a,b,a,a,b,a,a,a,b,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,b,-,a,b,b,a,b,b,a,a,a,a,a,a,a,b,b,-,a,a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,a,b,a,b,a,a,a,b,a,b,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b
